"inst","name","city","uint"
"EMPTY","Philippa Gardner","EMPTY","1.7391304347826086"
"University of Pennsylvania","Peter Buneman","EMPTY","1.7391304347826086"
"Oxford University, Oxford, United Kngdm","EMPTY","EMPTY","1.7391304347826086"
"EMPTY","Damien Sereni","EMPTY","1.7391304347826086"
"University of Oxford","EMPTY","Oxford","1.7391304347826086"
"University of Edinburgh, Edinburgh, UK","EMPTY","EMPTY","1.7391304347826086"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","James Cheney","Edinburgh","1.7391304347826086"
"Department of Mathematics and Statistics, York University, Toronto, Ont., Canada M3J 1P3","Leonid Libkin","EMPTY","1.7391304347826086"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","James Cheney","EMPTY","1.7391304347826086"
"EMPTY","Damien Sereni","Oxford","1.7391304347826086"
"University of Pennsylvania","EMPTY","Philadelphia","1.7391304347826086"
"EMPTY","Phokion G. Kolaitis","EMPTY","1.7391304347826086"
"EMPTY","Pavel Avgustinov","EMPTY","1.7391304347826086"
"University of Pennsylvania","Peter Buneman","Philadelphia","1.7391304347826086"
"Department of Mathematics and Statistics, York University, Toronto, Ont., Canada M3J 1P3","EMPTY","EMPTY","1.7391304347826086"
"EMPTY","Peter Buneman","Santa Cruz","1.7391304347826086"
"EMPTY","Sanjeev Khanna","Edinburgh","1.7391304347826086"
"Department of Mathematics and Statistics, York University, Toronto, Ont., Canada M3J 1P3","EMPTY","Toronto","1.7391304347826086"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Sanjeev Khanna","EMPTY","1.7391304347826086"
"University of Edinburgh, Edinburgh, UK","EMPTY","Edinburgh","1.7391304347826086"
"EMPTY","Sanjeev Khanna","EMPTY","1.7391304347826086"
"University of Oxford","Georg Gottlob","EMPTY","1.7391304347826086"
"EMPTY","Werner Nutt","EMPTY","1.7391304347826086"
"EMPTY","Pavel Avgustinov","Oxford","1.7391304347826086"
"EMPTY","EMPTY","Jena","1.7391304347826086"
"EMPTY","Werner Nutt","Currie","1.7391304347826086"
"EMPTY","EMPTY","Currie","1.7391304347826086"
"EMPTY","Thomas Lukasiewicz","EMPTY","1.7391304347826086"
"EMPTY","Thomas Lukasiewicz","Oxford","1.7391304347826086"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Peter Buneman","EMPTY","1.7333333333333334"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Peter Buneman","Edinburgh","1.7333333333333334"
"NetXen, Inc., Santa Clara, CA, USA","EMPTY","EMPTY","1.7173913043478262"
"EMPTY","Christoph Koch 0001","EMPTY","1.7173913043478262"
"EMPTY","Oege de Moor","EMPTY","1.7173913043478262"
"NetXen, Inc., Santa Clara, CA, USA","EMPTY","San Jose","1.7173913043478262"
"EMPTY","EMPTY","San Jose","1.7173913043478262"
"EMPTY","Oege de Moor","Oxford","1.7173913043478262"
"Oxford University, Oxford, United Kingdom","EMPTY","Oxford","1.7173913043478262"
"Oxford University, Oxford, United Kingdom","EMPTY","EMPTY","1.7173913043478262"
"EMPTY","Andrea Cal","Oxford","1.7173913043478262"
"EMPTY","Asvin Ananthanarayan","Grays","1.702127659574468"
"EMPTY","Khalid Belhajjame","EMPTY","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Philippa Gardner","Oxford","1.702127659574468"
"School of Mathematics, Manchester University, Manchester, M13 9PL, UK","Brian J. Read","Manchester","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Simon Laws","EMPTY","1.702127659574468"
"Univ. of Wisconsin, Madison","Stratis Viglas","EMPTY","1.702127659574468"
"University of Cyprus, Nicosia","EMPTY","Nicosia","1.702127659574468"
"Intel Corporation","Alexander B. Romanovsky","EMPTY","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Alan D. Fekete","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Chee Yong Chan","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Caulfield East","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Oege de Moor","Oxford","1.702127659574468"
"EMPTY","Rogrio de Lemos","Chatham Maritime","1.702127659574468"
"Foundation for Research and Technology-Hellas (FORTH), Institute of Computer Science, Vassilika Vouton, GR-71300, Heraklion, Crete, Greece","Alexandra Poulovassilis","Iraklion","1.702127659574468"
"EMPTY","Mario Antonioletti","EMPTY","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK","Wenfei Fan","EMPTY","1.702127659574468"
"EMPTY","Tristan Snowsill","Bristol","1.702127659574468"
"EMPTY","Erik Meijer 0001","EMPTY","1.702127659574468"
"EMPTY","Chenjuan Guo","EMPTY","1.702127659574468"
"EMPTY","Tim Kraska","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Keishi Tajima","Edinburgh","1.702127659574468"
"EMPTY","Philippe Bonnet","EMPTY","1.702127659574468"
"University of Massachusetts, Department of Electrical and Computer Engineering, Amherst, MA 01003, USA","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Ian T. Foster","Edinburgh","1.702127659574468"
"EMPTY","Arkady B. Zaslavsky","London","1.702127659574468"
"University of Oxford & Utrecht University, Oxford, United Kingdom","Sebastiaan J. van Schaik","EMPTY","1.702127659574468"
"Birkbeck, University of London","Thomas Lukasiewicz","EMPTY","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Lus E. T. Rodrigues","EMPTY","1.702127659574468"
"EMPTY","Leonid Libkin","New York","1.702127659574468"
"EMPTY","EMPTY","Bethlehem","1.702127659574468"
"University of Southampton, Southampton, UK","Carole A. Goble","Southampton","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Henry F. Korth","Newcastle Upon Tyne","1.702127659574468"
"University of Wisconsin-Madison, Madison, WI","EMPTY","Madison","1.702127659574468"
"University of Manchester, Manchester, United Kingdom","Alun D. Preece","Manchester","1.702127659574468"
"EMPTY","Andrew Eisenberg","Manchester","1.702127659574468"
"EMPTY","Neoklis Polyzotis","EMPTY","1.702127659574468"
"EMPTY","Maurizio Lenzerini","EMPTY","1.702127659574468"
"EMPTY","Philippe Bonnet","Oxford","1.702127659574468"
"University of Edinburgh, Edinburgh, Scotland UK","Anastasios Kementsietsidis","EMPTY","1.702127659574468"
"University of Manchester, Manchester, UK","Mario Antonioletti","Manchester","1.702127659574468"
"EMPTY","Lus E. T. Rodrigues","Chatham Maritime","1.702127659574468"
"EMPTY","Kian-Lee Tan","Edinburgh","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Joel A. Granados","Oxford","1.702127659574468"
"Library of Congress","Thomas Rlleke","EMPTY","1.702127659574468"
"Oracle Corp, Thames Valley Park, Reading, UK","Dave Pearson","Reading","1.702127659574468"
"EMPTY","Alexander B. Romanovsky","Mumbai","1.702127659574468"
"Center for Secure Information Systems, George Mason University, Fairfax, VA","EMPTY","Fairfax","1.702127659574468"
"SINTEF Information and Communication Technology, Oslo, Norway","EMPTY","Oslo","1.702127659574468"
"University of Michigan, Ann Arbor, MI","Peter Buneman","Ann Arbor","1.702127659574468"
"EMPTY","Yu Xu","EMPTY","1.702127659574468"
"University of Manchester","Zo Lacroix","Manchester","1.702127659574468"
"University of Edinburgh, Edinburgh, Scotland UK","Wenfei Fan","EMPTY","1.702127659574468"
"EMPTY","Emmanuel Waller","London","1.702127659574468"
"University of Southampton, Southampton, U.K.","Yong Zhao 0009","Southampton","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","J. Eliot B. Moss","EMPTY","1.702127659574468"
"EMPTY","Nancy Hall","EMPTY","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Lus E. T. Rodrigues","Newcastle upon Tyne","1.702127659574468"
"Microsoft","Christopher Stoughton","EMPTY","1.702127659574468"
"Microsoft","Raghunath Othayoth Nambiar","Grays","1.702127659574468"
"EMPTY","Dean M. Jones","EMPTY","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom","Philip Bohannon","EMPTY","1.702127659574468"
"EMPTY","Tanu Malik","Grays","1.702127659574468"
"EMPTY","Javier Gonzlez 0006","Oxford","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Minos N. Garofalakis","Edinburgh","1.702127659574468"
"EMPTY","Marie-Claude Gaudel","EMPTY","1.702127659574468"
"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA","Leonid Libkin","EMPTY","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Khalid Belhajjame","EMPTY","1.702127659574468"
"Japan Advanced Institute of Science and Technology","Peter Buneman","EMPTY","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Brian Beckman","Cambridge","1.702127659574468"
"EMPTY","Zo Lacroix","EMPTY","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Michael Benedikt","EMPTY","1.702127659574468"
"EMPTY","Thomas Heinis","Sandefjord","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Mario Antonioletti","EMPTY","1.702127659574468"
"EMPTY","Dave Pearson","Edinburgh","1.702127659574468"
"EMPTY","Mark A. Girolami","Paisley","1.702127659574468"
"Microsoft","Daniela Florescu","Grays","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Daniela Florescu","EMPTY","1.702127659574468"
"EMPTY","Ravi Rajwar","Newcastle Upon Tyne","1.702127659574468"
"EMPTY","Paul O'Brien 0001","Liverpool","1.702127659574468"
"Microsoft","Florian Funke 0001","Grays","1.702127659574468"
"Birkbeck, University of London","Andrea Cal","London","1.702127659574468"
"EMPTY","Perdita Stevens","EMPTY","1.702127659574468"
"EMPTY","Leonid Libkin","Tel Aviv","1.702127659574468"
"EMPTY","Badrish Chandramouli","EMPTY","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Sebastiaan J. van Schaik","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Jayavel Shanmugasundaram","EMPTY","1.702127659574468"
"EMPTY","Michael Flaster","EMPTY","1.702127659574468"
"EMPTY","Stratis Viglas","Edinburgh","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Sam Lindley","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Norman W. Paton","Edinburgh","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Zijing Tan","EMPTY","1.702127659574468"
"Max Plank Institute, Germany","Thomas Rlleke","Jena","1.702127659574468"
"EMPTY","Perdita Stevens","Chiyoda","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Jiewen Huang","EMPTY","1.702127659574468"
"Microsoft Research, Cambridge, UK","Wenjun Yuan","EMPTY","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","EMPTY","Manchester","1.702127659574468"
"EMPTY","Mounia Lalmas","Florham Park","1.702127659574468"
"EMPTY","Alison Anderson","EMPTY","1.702127659574468"
"Department of Electrical and Computer Engineering, Lehigh University, Bethlehem, PA","Alexander B. Romanovsky","EMPTY","1.702127659574468"
"EMPTY","Nan Tang 0001","Edinburgh","1.702127659574468"
"EMPTY","Norman W. Paton","Edinburgh","1.702127659574468"
"EMPTY","Paul O'Brien 0001","EMPTY","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","David B. Lomet","Newcastle Upon Tyne","1.702127659574468"
"Microsoft","Badrish Chandramouli","EMPTY","1.702127659574468"
"EMPTY","Peter Buneman","Nomi","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Rajeev Rastogi","EMPTY","1.702127659574468"
"EMPTY","Kevin Keenoy","London","1.702127659574468"
"AT&T Labs Research, Florham Park, NJ","Mounia Lalmas","Florham Park","1.702127659574468"
"EMPTY","EMPTY","Chiyoda","1.702127659574468"
"Microsoft","Donald D. Chamberlin","Grays","1.702127659574468"
"EMPTY","Amy Krause","EMPTY","1.702127659574468"
"EMPTY","Byron Choi","Edinburgh","1.702127659574468"
"EMPTY","Giovanna Guerrini","London","1.702127659574468"
"Locus S. A. (LOCUS), Sandefjord, Norway","EMPTY","Sandefjord","1.702127659574468"
"Center for Secure Information Systems, George Mason University, Fairfax, VA","EMPTY","EMPTY","1.702127659574468"
"University of Kent","Krithi Ramamritham","EMPTY","1.702127659574468"
"Université de Rouen, Saint-Étienne-du-Rouvray, France","EMPTY","Saint-Étienne-du-Rouvray","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Arkady B. Zaslavsky","London","1.702127659574468"
"Cornell University","Thomas Rlleke","EMPTY","1.702127659574468"
"Birkbeck, University of London","Thomas Lukasiewicz","London","1.702127659574468"
"EMPTY","Omar Ali","Bristol","1.702127659574468"
"University of Southampton, Southampton, U.K.","Ian T. Foster","EMPTY","1.702127659574468"
"EMPTY","Robert Stevens 0001","King of Prussia","1.702127659574468"
"EMPTY","Gerhard Weikum","Chatham Maritime","1.702127659574468"
"Department of Computing Science, University of Glasgow, G12 8QQ, Glasgow, UK","Mark A. Girolami","EMPTY","1.702127659574468"
"University of London, London","EMPTY","London","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Jiewen Huang","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Susan Malaika","Edinburgh","1.702127659574468"
"EMPTY","Daniele Nardi","Currie","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Irini Fundulaki","EMPTY","1.702127659574468"
"EMPTY","Thomas Rlleke","London","1.702127659574468"
"School of Mathematics, Manchester University, Manchester, M13 9PL, UK","Carole A. Goble","Manchester","1.702127659574468"
"University of Oxford & Utrecht University, Oxford, United Kingdom","EMPTY","Oxford","1.702127659574468"
"EMPTY","Alun D. Preece","EMPTY","1.702127659574468"
"Athens Technology Center (ATC), Halandri, Athens, Greece","EMPTY","EMPTY","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","EMPTY","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Jim Melton","Edinburgh","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Davide Martinenghi","EMPTY","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Omar Ali","EMPTY","1.702127659574468"
"University of Southampton, Southampton, U.K.","Luc Moreau 0001","EMPTY","1.702127659574468"
"University of Aberdeen, United Kingdom","Binling Jin","Aberdeen","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Robert Fink","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Green Bay","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Brian Randell","EMPTY","1.702127659574468"
"Dipartimento di Scienze Chimiche, Fisiche e Matematiche, Universita' dell'Insubria, Via Valleggio, 11, 22100 Como, Italy","Andrea Cal","Como","1.702127659574468"
"School of Mathematics, Manchester University, Manchester, M13 9PL, UK","Brian J. Read","EMPTY","1.702127659574468"
"University of Genova, Genova, Italy","Philippa Gardner","EMPTY","1.702127659574468"
"EMPTY","Wei Cao","EMPTY","1.702127659574468"
"USA London Imperial College, London, United Kingdom","Daniela Florescu","London","1.702127659574468"
"EMPTY","EMPTY","Newcastle Upon Tyne","1.702127659574468"
"Department of Computing Science, University of Glasgow, G12 8QQ, Glasgow, UK","Fabio Crestani","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Chatham Maritime","1.702127659574468"
"EMPTY","Robert Mark Greenwood","Aberdeen","1.702127659574468"
"University of Manchester, Manchester, UK","Andrew Eisenberg","EMPTY","1.702127659574468"
"EMPTY","J. Eliot B. Moss","Chatham Maritime","1.702127659574468"
"Locus S. A. (LOCUS), Sandefjord, Norway","EMPTY","EMPTY","1.702127659574468"
"Technische Universität Darmstadt, FG Integrierte Elektronische Systeme, Research Group on Microelectronic Systems, Merckstrasse 25, D-64283 Darmstadt, Germany","Perdita Stevens","Darmstadt","1.702127659574468"
"Telematica Instituut, P.O. Box 589, 7500 AN Enschede, The Netherlands","Thomas Roelleke","EMPTY","1.702127659574468"
"EMPTY","Florian Funke 0001","EMPTY","1.702127659574468"
"EMPTY","David J. DeWitt","Grays","1.702127659574468"
"EMPTY","Alison Anderson","Cambridge","1.702127659574468"
"Microsoft","Michael J. Zwilling","EMPTY","1.702127659574468"
"CSIRO ICT Centre, Hobart, Tasmania","James Cheney","Hobart","1.702127659574468"
"DFKI, Stuhlsatzenhausweg 3, 66123 Saarbrücken, Germany","Thomas Roelleke","EMPTY","1.702127659574468"
"The University of Manchester, Manchester, UK","Carole A. Goble","EMPTY","1.702127659574468"
"EMPTY","Richard L. Cole","Grays","1.702127659574468"
"EMPTY","Yinghui Wu","Edinburgh","1.702127659574468"
"EMPTY","Liang Chen","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Dave Pearson","Edinburgh","1.702127659574468"
"EMPTY","EMPTY","Vancouver","1.702127659574468"
"EMPTY","EMPTY","Ann Arbor","1.702127659574468"
"Sy Syms School of Business, Yeshiva University, 500 West 185th Street, New York, NY 10033, USA","Thomas Roelleke","New York","1.702127659574468"
"University of Oxford","Andrea Cal","Oxford","1.702127659574468"
"Microsoft","Alfons Kemper","EMPTY","1.702127659574468"
"EMPTY","Wey Guy","Grays","1.702127659574468"
"Joint Research Institute for Signal and Image Processing, School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh EH14 4AS, U.K.","EMPTY","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Wei Cao","EMPTY","1.702127659574468"
"EMPTY","Lu Mao","Manchester","1.702127659574468"
"Microsoft","Thomas Neumann 0001","Grays","1.702127659574468"
"EMPTY","Florian Waas","EMPTY","1.702127659574468"
"Graduate School of Engineering, University of Tokyo, 1-1-2 Otemachi, Chiyoda-ku, Tokyo, Japan","Perdita Stevens","Chiyoda","1.702127659574468"
"EMPTY","Jim Melton","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Ren Mller 0001","Oxford","1.702127659574468"
"EMPTY","Marco Turchi","Bristol","1.702127659574468"
"EMPTY","Robert Fink","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Matias Bjrling","Oxford","1.702127659574468"
"Université de Rouen, Saint-Étienne-du-Rouvray, France","EMPTY","EMPTY","1.702127659574468"
"Foundation for Research and Technology-Hellas (FORTH), Institute of Computer Science, Vassilika Vouton, GR-71300, Heraklion, Crete, Greece","Alexandra Poulovassilis","EMPTY","1.702127659574468"
"EMPTY","Michael Wilde","Southampton","1.702127659574468"
"EMPTY","Fabio Crestani","Glasgow","1.702127659574468"
"Microsoft","Eric Simon","EMPTY","1.702127659574468"
"Max Plank Institute, Germany","Thomas Rlleke","EMPTY","1.702127659574468"
"Department of Computing Science, University of Glasgow, G12 8QQ, Glasgow, UK","Fabio Crestani","Glasgow","1.702127659574468"
"University of Kent","Marie-Claude Gaudel","Chatham Maritime","1.702127659574468"
"University of Aberdeen, United Kingdom","Robert Mark Greenwood","Aberdeen","1.702127659574468"
"Department of Electrical and Computer Engineering, Lehigh University, Bethlehem, PA","EMPTY","Bethlehem","1.702127659574468"
"EMPTY","Amy Krause","Manchester","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Simon Laws","EMPTY","1.702127659574468"
"Microsoft","Harumi A. Kuno","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Andrew Hogue","EMPTY","1.702127659574468"
"EMPTY","Alexander B. Romanovsky","University of Sydney","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Ravi Rajwar","Newcastle upon Tyne","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Joel A. Granados","EMPTY","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Gerhard Weikum","Newcastle upon Tyne","1.702127659574468"
"Microsoft","Gerd Heber","Grays","1.702127659574468"
"The University of Manchester, Manchester, UK","Bertram Ludscher","EMPTY","1.702127659574468"
"University of Southampton, Southampton, U.K.","Yong Zhao 0009","EMPTY","1.702127659574468"
"University of Wisconsin","Stratis Viglas","Green Bay","1.702127659574468"
"Joint Research Institute for Signal and Image Processing, School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh EH14 4AS, U.K.","EMPTY","Currie","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Xin Wang 0064","Edinburgh","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Stratos Idreos","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Yu Xu","London","1.702127659574468"
"University of Milano, Milano, Italy","EMPTY","Milan","1.702127659574468"
"European Commission, Ispra (VA), Italy","Nello Cristianini","EMPTY","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK","Anastasios Kementsietsidis","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Wenyuan Yu","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Heiko Mller 0001","EMPTY","1.702127659574468"
"EMPTY","Stratis Viglas","Zurich","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Morris Sloman","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Thomas Rlleke","London","1.702127659574468"
"EMPTY","Daniele Nardi","EMPTY","1.702127659574468"
"University of Kent","Lus E. T. Rodrigues","Chatham Maritime","1.702127659574468"
"EMPTY","J. Eliot B. Moss","EMPTY","1.702127659574468"
"Microsoft","Phokion G. Kolaitis","EMPTY","1.702127659574468"
"Institute of Computer Science, Heraklion, Greece","EMPTY","EMPTY","1.702127659574468"
"CSIRO, Hobart, Australia","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Thomas Rlleke","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Susan Malaika","Edinburgh","1.702127659574468"
"University of Kent","Rogrio de Lemos","Chatham Maritime","1.702127659574468"
"EMPTY","Suzanne M. Embury","Aberdeen","1.702127659574468"
"University of Manchester, Manchester, UK","Dave Pearson","EMPTY","1.702127659574468"
"Microsoft","Donald D. Chamberlin","EMPTY","1.702127659574468"
"Microsoft","Henry F. Korth","Grays","1.702127659574468"
"Locus S. A. (LOCUS), Sandefjord, Norway","Thomas Heinis","Sandefjord","1.702127659574468"
"University of Manchester, Manchester, UK","Amy Krause","Manchester","1.702127659574468"
"University of Washington","Stratis Viglas","Seattle","1.702127659574468"
"University of Manchester, Manchester, UK","Michael Bada","Manchester","1.702127659574468"
"EMPTY","Mohamed H. Ali","EMPTY","1.702127659574468"
"AxSys Technology Ltd, Glasgow Airport Business Park, Paisley, PA3 2SJ Scotland, UK","Mark A. Girolami","Paisley","1.702127659574468"
"University of Wisconsin","Stratis Viglas","EMPTY","1.702127659574468"
"University of Aberdeen, Computing Science, Aberdeen, UK","EMPTY","EMPTY","1.702127659574468"
"University of Edinburgh","Ian T. Foster","Edinburgh","1.702127659574468"
"EMPTY","Paolo Papotti","Oxford","1.702127659574468"
"EMPTY","Nan Tang 0001","EMPTY","1.702127659574468"
"EMPTY","Silvana Castano","Manchester","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Andrew Eisenberg","Edinburgh","1.702127659574468"
"Microsoft","Florian Waas","Grays","1.702127659574468"
"EMPTY","Ani Thakar","Grays","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Emmanuel Waller","EMPTY","1.702127659574468"
"EMPTY","Michael Flaster","Edinburgh","1.702127659574468"
"University of Edinburgh, Edinburgh, Scotland, UK","EMPTY","Edinburgh","1.702127659574468"
"EMPTY","Norman W. Paton","Reading","1.702127659574468"
"USA London Imperial College, London, United Kingdom","EMPTY","EMPTY","1.702127659574468"
"University of Manchester","EMPTY","Manchester","1.702127659574468"
"University of Aberdeen, United Kingdom","Suzanne M. Embury","EMPTY","1.702127659574468"
"USA London Imperial College, London, United Kingdom","Marco Mesiti","London","1.702127659574468"
"EMPTY","Irini Fundulaki","EMPTY","1.702127659574468"
"EMPTY","Andreas Pieris","EMPTY","1.702127659574468"
"Microsoft","Kathryn S. McKinley","EMPTY","1.702127659574468"
"Semmle Ltd., Oxford, United Kingdom","Oege de Moor","Oxford","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Pekka Kostamaa","London","1.702127659574468"
"Microsoft","Phokion G. Kolaitis","Grays","1.702127659574468"
"EMPTY","David Koop","EMPTY","1.702127659574468"
"EMPTY","Robin McEntire","Manchester","1.702127659574468"
"EMPTY","David B. Lomet","EMPTY","1.702127659574468"
"CSIRO ICT Centre, Hobart, Tasmania","Peter Buneman","EMPTY","1.702127659574468"
"EMPTY","Cornelia Hedeler","EMPTY","1.702127659574468"
"EMPTY","Susan Malaika","Reading","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Kevin Keenoy","London","1.702127659574468"
"Birkbeck, University of London","EMPTY","London","1.702127659574468"
"EMPTY","Dave Pearson","Manchester","1.702127659574468"
"GlaxoSmithKline, King of Prussia, PA","Robert Stevens 0001","EMPTY","1.702127659574468"
"EMPTY","Christopher Stoughton","EMPTY","1.702127659574468"
"EMPTY","Morris Sloman","EMPTY","1.702127659574468"
"Microsoft","Badrish Chandramouli","Grays","1.702127659574468"
"University of London, London","Sihem Amer-Yahia","London","1.702127659574468"
"Microsoft Research, Cambridge, UK","Gerhard Weikum","EMPTY","1.702127659574468"
"USA London Imperial College, London, United Kingdom","Philippa Gardner","London","1.702127659574468"
"EMPTY","Peter Buneman","Ann Arbor","1.702127659574468"
"CSIRO ICT Centre, Hobart, Tasmania","EMPTY","EMPTY","1.702127659574468"
"Microsoft","Erik Meijer 0001","Grays","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Lus E. T. Rodrigues","Newcastle Upon Tyne","1.702127659574468"
